symbol,entry_date,exit_date,entry_price,exit_price,direction,pnl,reason,equity,win
ES,2026-01-02T09:30:00+00:00,2026-01-05T16:00:00+00:00,681.82,689.2385499999999,SHORT,-27.14249946989174,HARD_STOP,99756.7720852504,False
NQ,2026-01-02T09:30:00+00:00,2026-01-02T14:00:00+00:00,613.79,622.7921699999999,SHORT,-36.58709665997853,HARD_STOP,99720.18498859042,False
SPY,2026-01-02T09:30:00+00:00,2026-01-05T16:00:00+00:00,681.82,689.2385499999999,SHORT,-27.14249946989174,HARD_STOP,99693.04248912053,False
QQQ,2026-01-02T09:30:00+00:00,2026-01-02T14:00:00+00:00,613.79,622.7921699999999,SHORT,-36.58709665997853,HARD_STOP,99656.45539246056,False
IWM,2026-01-02T09:30:00+00:00,2026-01-05T14:00:00+00:00,246.33,249.89964999999998,SHORT,-36.15004777101281,HARD_STOP,99620.30534468955,False
DIA,2026-01-02T09:30:00+00:00,2026-01-05T14:00:00+00:00,480.61,485.95547,SHORT,-27.745569271092055,HARD_STOP,99592.55977541846,False
VTI,2026-01-02T09:30:00+00:00,2026-01-05T15:00:00+00:00,335.26,339.10876999999994,SHORT,-28.637873362183697,HARD_STOP,99563.92190205627,False
TLT,2026-01-02T09:30:00+00:00,2026-01-09T09:30:00+00:00,87.19,87.52,SHORT,-9.441648071154246,TIME_EXIT,99554.48025398512,False
LQD,2026-01-02T09:30:00+00:00,2026-01-09T09:30:00+00:00,110.2,110.26,SHORT,-1.358220252968114,TIME_EXIT,99553.12203373216,False
PLTR,2026-01-02T09:30:00+00:00,2026-01-05T13:00:00+00:00,177.84,172.96249999999998,SHORT,68.41768491157445,HARD_STOP,99621.53971864373,True
META,2026-01-02T09:30:00+00:00,2026-01-05T14:00:00+00:00,660.11,650.9650000000001,SHORT,34.55953927668322,HARD_STOP,99656.09925792042,True
TSLA,2026-01-02T09:30:00+00:00,2026-01-05T14:00:00+00:00,449.81,441.3100000000001,SHORT,47.14008547887504,HARD_STOP,99703.2393433993,True
XLF,2026-01-02T09:30:00+00:00,2026-01-05T14:00:00+00:00,54.77,55.48042499999999,SHORT,-32.357580572780996,HARD_STOP,99670.88176282652,False
SPG,2026-01-02T09:30:00+00:00,2026-01-09T09:30:00+00:00,185.165,184.99,SHORT,2.357651966128094,TIME_EXIT,99673.23941479265,True
USO,2026-01-02T14:00:00+00:00,2026-01-06T14:00:00+00:00,68.23,70.38031,SHORT,-78.53157095340102,HARD_STOP,99594.70784383925,False
UNG,2026-01-02T14:00:00+00:00,2026-01-09T14:00:00+00:00,11.835,11.05,SHORT,165.27987524421678,TIME_EXIT,99759.98771908347,True
AMD,2026-01-02T14:00:00+00:00,2026-01-06T15:00:00+00:00,225.86,213.58620000000002,LONG,-135.4123578687331,HARD_STOP,99624.57536121474,False
ARM,2026-01-02T14:00:00+00:00,2026-01-09T14:00:00+00:00,115.83,111.14,LONG,-100.89516810312038,TIME_EXIT,99523.68019311162,False
GOOGL,2026-01-02T14:00:00+00:00,2026-01-02T16:00:00+00:00,319.72,311.20848,LONG,-66.33701134928988,HARD_STOP,99457.34318176234,False
JNJ,2026-01-02T14:00:00+00:00,2026-01-05T19:00:00+00:00,204.535,202.8725,SHORT,20.25408371759018,HARD_STOP,99477.59726547993,True
XLF,2026-01-02T14:00:00+00:00,2026-01-05T14:00:00+00:00,54.59,55.43037499999999,SHORT,-38.36000117842328,HARD_STOP,99439.2372643015,False
VNQ,2026-01-02T14:00:00+00:00,2026-01-06T20:00:00+00:00,88.09,89.35426499999998,SHORT,-35.76268249198006,HARD_STOP,99403.47458180951,False
SPG,2026-01-02T14:00:00+00:00,2026-01-09T14:00:00+00:00,183.79,185.35,SHORT,-21.15053233133969,TIME_EXIT,99382.32404947816,False
BAC,2026-01-05T09:30:00+00:00,2026-01-05T19:00:00+00:00,55.97,57.025000000000006,LONG,46.832388722619314,HARD_STOP,99429.15643820078,True
GS,2026-01-05T09:30:00+00:00,2026-01-06T18:00:00+00:00,914.25,955.1700000000002,LONG,111.20384741877679,HARD_STOP,99540.36028561955,True
GOLD,2026-01-05T14:00:00+00:00,2026-01-12T14:00:00+00:00,407.99,423.15,LONG,92.46745397742531,TIME_EXIT,99632.82773959698,True
SILVER,2026-01-05T14:00:00+00:00,2026-01-12T14:00:00+00:00,69.58,77.055,LONG,267.34125939027274,TIME_EXIT,99900.16899898725,True
IWM,2026-01-05T14:00:00+00:00,2026-01-07T19:00:00+00:00,250.96,255.13,LONG,41.34954797487969,HARD_STOP,99941.51854696214,True
DIA,2026-01-05T14:00:00+00:00,2026-01-12T14:00:00+00:00,488.8,493.45,LONG,23.67341833715879,TIME_EXIT,99965.1919652993,True
GLD,2026-01-05T14:00:00+00:00,2026-01-12T14:00:00+00:00,407.99,423.15,LONG,92.46745397742531,TIME_EXIT,100057.65941927672,True
SLV,2026-01-05T14:00:00+00:00,2026-01-12T14:00:00+00:00,69.58,77.055,LONG,267.34125939027274,TIME_EXIT,100325.000678667,True
UNG,2026-01-05T14:00:00+00:00,2026-01-12T14:00:00+00:00,11.32,10.8,SHORT,114.31313460362664,TIME_EXIT,100439.31381327062,True
ARM,2026-01-05T14:00:00+00:00,2026-01-12T14:00:00+00:00,120.665,110.31,LONG,-213.55414386060383,TIME_EXIT,100225.75966941002,False
JNJ,2026-01-05T14:00:00+00:00,2026-01-07T14:00:00+00:00,201.935,207.70749999999998,SHORT,-71.13634706077907,HARD_STOP,100154.62332234925,False
XLE,2026-01-05T14:00:00+00:00,2026-01-12T14:00:00+00:00,46.105,46.425,LONG,17.271941921374186,TIME_EXIT,100171.89526427061,True
XOM,2026-01-05T14:00:00+00:00,2026-01-07T14:00:00+00:00,123.305,119.59029,LONG,-74.96929803264159,HARD_STOP,100096.92596623798,False
CVX,2026-01-05T14:00:00+00:00,2026-01-12T14:00:00+00:00,160.055,162.17,LONG,32.88367467496855,TIME_EXIT,100129.80964091295,True
BAC,2026-01-05T14:00:00+00:00,2026-01-12T14:00:00+00:00,57.15,55.345,LONG,-78.59595376882913,TIME_EXIT,100051.21368714412,False
GS,2026-01-05T14:00:00+00:00,2026-01-12T14:00:00+00:00,951.0,939.775,LONG,-29.372779816143048,TIME_EXIT,100021.84090732798,False
NQ,2026-01-06T14:00:00+00:00,2026-01-13T14:00:00+00:00,621.94,627.35,LONG,21.751220347165383,TIME_EXIT,100043.59212767515,True
GOLD,2026-01-06T14:00:00+00:00,2026-01-13T14:00:00+00:00,412.55,425.61,LONG,79.15920750513294,TIME_EXIT,100122.75133518028,True
SILVER,2026-01-06T14:00:00+00:00,2026-01-13T14:00:00+00:00,72.86,80.55,LONG,263.919831381194,TIME_EXIT,100386.67116656147,True
QQQ,2026-01-06T14:00:00+00:00,2026-01-13T14:00:00+00:00,621.94,627.35,LONG,21.751220347165383,TIME_EXIT,100408.42238690864,True
GLD,2026-01-06T14:00:00+00:00,2026-01-13T14:00:00+00:00,412.55,425.61,LONG,79.15920750513294,TIME_EXIT,100487.58159441377,True
SLV,2026-01-06T14:00:00+00:00,2026-01-13T14:00:00+00:00,72.86,80.55,LONG,263.919831381194,TIME_EXIT,100751.50142579497,True
UNH,2026-01-06T14:00:00+00:00,2026-01-13T14:00:00+00:00,348.45,336.73,LONG,-84.10503482808738,TIME_EXIT,100667.39639096688,False
PFE,2026-01-06T14:00:00+00:00,2026-01-13T14:00:00+00:00,25.73,25.09,LONG,-62.19780235201122,TIME_EXIT,100605.19858861488,False
IWM,2026-01-07T09:30:00+00:00,2026-01-13T20:00:00+00:00,256.1,261.5074999999999,LONG,53.10646342912152,HARD_STOP,100658.305052044,True
DIA,2026-01-07T09:30:00+00:00,2026-01-08T14:00:00+00:00,494.91,488.24127000000004,LONG,-33.89045008101736,HARD_STOP,100624.41460196298,False
VTI,2026-01-07T09:30:00+00:00,2026-01-14T09:30:00+00:00,341.2,342.4,LONG,8.845709137334167,TIME_EXIT,100633.26031110031,True
USO,2026-01-07T09:30:00+00:00,2026-01-09T14:00:00+00:00,68.52,70.805735,SHORT,-83.90135128281807,HARD_STOP,100549.35895981749,False
MSFT,2026-01-07T09:30:00+00:00,2026-01-07T19:00:00+00:00,478.16,485.00750000000005,LONG,36.01796978707667,HARD_STOP,100585.37692960456,True
VNQ,2026-01-07T09:30:00+00:00,2026-01-14T09:30:00+00:00,89.35,90.1,LONG,21.11189114198689,TIME_EXIT,100606.48882074656,True
SPG,2026-01-07T09:30:00+00:00,2026-01-14T09:30:00+00:00,186.34,184.35,LONG,-26.860087097690336,TIME_EXIT,100579.62873364886,False
LQD,2026-01-07T14:00:00+00:00,2026-01-14T14:00:00+00:00,110.715,110.84,LONG,2.838922817979973,TIME_EXIT,100582.46765646683,True
USO,2026-01-07T14:00:00+00:00,2026-01-09T14:00:00+00:00,68.08,70.805735,SHORT,-100.67325731724154,HARD_STOP,100481.79439914958,False
AMD,2026-01-07T14:00:00+00:00,2026-01-14T14:00:00+00:00,209.1,216.34,SHORT,-87.06318890861057,TIME_EXIT,100394.73121024098,False
META,2026-01-07T14:00:00+00:00,2026-01-08T18:00:00+00:00,651.77,642.325,SHORT,36.438260175725596,HARD_STOP,100431.1694704167,True
XBI,2026-01-07T14:00:00+00:00,2026-01-14T14:00:00+00:00,125.545,124.16,LONG,-27.739612448943436,TIME_EXIT,100403.42985796776,False
IBB,2026-01-07T14:00:00+00:00,2026-01-14T14:00:00+00:00,175.69,170.92,LONG,-68.26865915241426,TIME_EXIT,100335.16119881535,False
XOM,2026-01-07T14:00:00+00:00,2026-01-13T14:00:00+00:00,119.59,126.05092499999998,SHORT,-135.8469432594589,HARD_STOP,100199.31425555589,False
JPM,2026-01-07T14:00:00+00:00,2026-01-14T14:00:00+00:00,327.74,308.7,SHORT,146.078914008717,TIME_EXIT,100345.3931695646,True
BAC,2026-01-07T14:00:00+00:00,2026-01-12T20:00:00+00:00,56.21,55.144999999999996,SHORT,47.641569383266535,HARD_STOP,100393.03473894787,True
VNQ,2026-01-07T14:00:00+00:00,2026-01-14T14:00:00+00:00,89.725,90.52,LONG,22.279410655684327,TIME_EXIT,100415.31414960355,True
SPG,2026-01-07T14:00:00+00:00,2026-01-14T14:00:00+00:00,187.4,184.51,LONG,-38.77736486662841,TIME_EXIT,100376.53678473692,False
IBB,2026-01-08T09:30:00+00:00,2026-01-15T09:30:00+00:00,176.71,172.82,LONG,-55.24089300161682,TIME_EXIT,100321.29589173531,False
SILVER,2026-01-08T14:00:00+00:00,2026-01-12T13:00:00+00:00,67.53,73.91384,SHORT,-237.0928111822504,HARD_STOP,100084.20308055307,False
SLV,2026-01-08T14:00:00+00:00,2026-01-12T13:00:00+00:00,67.53,73.91384,SHORT,-237.0928111822504,HARD_STOP,99847.11026937082,False
META,2026-01-08T14:00:00+00:00,2026-01-15T14:00:00+00:00,636.65,617.57,SHORT,75.16415320876084,TIME_EXIT,99922.27442257959,True
AAPL,2026-01-08T14:00:00+00:00,2026-01-15T14:00:00+00:00,256.21,260.11,SHORT,-38.17698899123487,TIME_EXIT,99884.09743358835,False
USO,2026-01-09T09:30:00+00:00,2026-01-14T15:00:00+00:00,70.565,73.92500000000001,LONG,118.90121426233196,HARD_STOP,100002.99864785068,True
IWM,2026-01-09T14:00:00+00:00,2026-01-16T14:00:00+00:00,260.34,265.91999999999985,LONG,53.585381852096674,HARD_STOP,100056.58402970278,True
VGIT,2026-01-09T14:00:00+00:00,2026-01-16T14:00:00+00:00,59.91,59.9,SHORT,0.41730511871069437,TIME_EXIT,100057.00133482149,True
USO,2026-01-09T14:00:00+00:00,2026-01-16T14:00:00+00:00,71.34,71.87,LONG,18.573587497673454,TIME_EXIT,100075.57492231915,True
UNG,2026-01-09T14:00:00+00:00,2026-01-15T13:00:00+00:00,11.05,10.349999999999998,SHORT,158.37578971379125,HARD_STOP,100233.95071203295,True
SOUN,2026-01-09T14:00:00+00:00,2026-01-16T14:00:00+00:00,11.955,11.14,LONG,-170.4358927185243,TIME_EXIT,100063.51481931443,False
UNG,2026-01-12T09:30:00+00:00,2026-01-13T13:00:00+00:00,10.4,11.381369999999999,SHORT,-236.05608542843834,HARD_STOP,99827.45873388599,False
AMZN,2026-01-12T09:30:00+00:00,2026-01-13T18:00:00+00:00,247.33,241.693065,LONG,-57.01406308454437,HARD_STOP,99770.44467080144,False
GOLD,2026-01-12T14:00:00+00:00,2026-01-19T14:00:00+00:00,423.15,422.43,LONG,-4.2440458562551155,TIME_EXIT,99766.2006249452,False
SILVER,2026-01-12T14:00:00+00:00,2026-01-19T14:00:00+00:00,77.055,81.44,LONG,141.94192456085372,TIME_EXIT,99908.14254950605,True
GLD,2026-01-12T14:00:00+00:00,2026-01-19T14:00:00+00:00,423.15,422.43,LONG,-4.2440458562551155,TIME_EXIT,99903.8985036498,False
SLV,2026-01-12T14:00:00+00:00,2026-01-19T14:00:00+00:00,77.055,81.44,LONG,141.94192456085372,TIME_EXIT,100045.84042821066,True
UNH,2026-01-12T14:00:00+00:00,2026-01-19T14:00:00+00:00,338.57,331.09,SHORT,55.105511868859914,TIME_EXIT,100100.94594007952,True
IBB,2026-01-12T14:00:00+00:00,2026-01-19T14:00:00+00:00,170.54,169.96,SHORT,8.482886406277595,TIME_EXIT,100109.42882648579,True
XLF,2026-01-12T14:00:00+00:00,2026-01-14T20:00:00+00:00,55.205,54.14500000000001,SHORT,47.89270507700768,HARD_STOP,100157.3215315628,True
JPM,2026-01-12T14:00:00+00:00,2026-01-15T15:00:00+00:00,325.11,312.4474999999998,SHORT,97.14736978592181,HARD_STOP,100254.46890134872,True
JNJ,2026-01-13T09:30:00+00:00,2026-01-16T19:00:00+00:00,209.76,218.1975,LONG,100.8172532126156,HARD_STOP,100355.28615456134,True
GS,2026-01-13T09:30:00+00:00,2026-01-14T14:00:00+00:00,949.31,928.815255,LONG,-54.11008456783271,HARD_STOP,100301.17606999351,False
SILVER,2026-01-13T14:00:00+00:00,2026-01-20T14:00:00+00:00,80.55,85.975,LONG,168.88078217868252,TIME_EXIT,100470.05685217219,True
SLV,2026-01-13T14:00:00+00:00,2026-01-20T14:00:00+00:00,80.55,85.975,LONG,168.88078217868252,TIME_EXIT,100638.93763435086,True
USO,2026-01-13T14:00:00+00:00,2026-01-20T14:00:00+00:00,73.33,72.98,LONG,-11.968297976441145,TIME_EXIT,100626.96933637442,False
AMD,2026-01-13T14:00:00+00:00,2026-01-20T14:00:00+00:00,221.38,233.735,LONG,139.94274893223997,TIME_EXIT,100766.91208530666,True
SMCI,2026-01-13T14:00:00+00:00,2026-01-16T14:00:00+00:00,28.67,31.056024999999995,SHORT,-208.68600770178364,HARD_STOP,100558.22607760488,False
GOOGL,2026-01-13T14:00:00+00:00,2026-01-20T13:00:00+00:00,339.12,324.82484999999997,LONG,-105.70154791054584,HARD_STOP,100452.52452969433,False
META,2026-01-13T14:00:00+00:00,2026-01-20T14:00:00+00:00,629.51,607.02,SHORT,89.5844962674999,TIME_EXIT,100542.10902596184,True
XOM,2026-01-13T14:00:00+00:00,2026-01-15T14:00:00+00:00,125.93,128.515,LONG,51.47275076251312,HARD_STOP,100593.58177672434,True
CVX,2026-01-13T14:00:00+00:00,2026-01-15T17:00:00+00:00,164.38,167.76750000000007,LONG,51.6745093589717,HARD_STOP,100645.25628608331,True
JPM,2026-01-14T09:30:00+00:00,2026-01-21T09:30:00+00:00,310.88,302.67,SHORT,66.44827217163707,TIME_EXIT,100711.70455825495,True
BAC,2026-01-14T09:30:00+00:00,2026-01-15T14:00:00+00:00,54.38,52.71000000000001,SHORT,77.26994207326156,HARD_STOP,100788.97450032822,True
ES,2026-01-14T14:00:00+00:00,2026-01-21T13:00:00+00:00,688.66,676.8950000000002,SHORT,43.046724254216066,HARD_STOP,100832.02122458244,True
NQ,2026-01-14T14:00:00+00:00,2026-01-21T14:00:00+00:00,618.47,611.2249999999999,SHORT,29.51703883191141,HARD_STOP,100861.53826341435,True
SILVER,2026-01-14T14:00:00+00:00,2026-01-21T14:00:00+00:00,82.66,84.915,LONG,68.73915361064643,TIME_EXIT,100930.27741702499,True
SPY,2026-01-14T14:00:00+00:00,2026-01-21T13:00:00+00:00,688.66,676.8950000000002,SHORT,43.046724254216066,HARD_STOP,100973.32414127921,True
QQQ,2026-01-14T14:00:00+00:00,2026-01-21T14:00:00+00:00,618.47,611.2249999999999,SHORT,29.51703883191141,HARD_STOP,101002.84118011112,True
VTI,2026-01-14T14:00:00+00:00,2026-01-21T14:00:00+00:00,340.11,337.0350000000001,SHORT,22.781313147842035,HARD_STOP,101025.62249325897,True
LQD,2026-01-14T14:00:00+00:00,2026-01-20T14:00:00+00:00,110.84,110.20967999999999,LONG,-14.329056840276087,HARD_STOP,101011.2934364187,False
VGIT,2026-01-14T14:00:00+00:00,2026-01-16T15:00:00+00:00,60.01,59.82012,LONG,-7.9727589060664235,HARD_STOP,101003.32067751263,False
SLV,2026-01-14T14:00:00+00:00,2026-01-21T14:00:00+00:00,82.66,84.915,LONG,68.73915361064643,TIME_EXIT,101072.05983112328,True
USO,2026-01-14T14:00:00+00:00,2026-01-21T14:00:00+00:00,74.3,72.92,LONG,-46.79972571011192,TIME_EXIT,101025.26010541317,False
UNG,2026-01-14T14:00:00+00:00,2026-01-20T13:00:00+00:00,10.53,11.501489999999999,SHORT,-232.46790322251633,HARD_STOP,100792.79220219066,False
ARM,2026-01-14T14:00:00+00:00,2026-01-21T14:00:00+00:00,102.61,111.826715,SHORT,-226.32863588144247,HARD_STOP,100566.46356630922,False
TSLA,2026-01-14T14:00:00+00:00,2026-01-21T13:00:00+00:00,438.75,417.48,SHORT,122.1527913174917,HARD_STOP,100688.61635762671,True
XLE,2026-01-14T14:00:00+00:00,2026-01-21T14:00:00+00:00,47.935,48.725,LONG,41.526697535860635,TIME_EXIT,100730.14305516257,True
BAC,2026-01-14T14:00:00+00:00,2026-01-21T14:00:00+00:00,52.23,52.57,SHORT,-16.402570998521895,TIME_EXIT,100713.74048416404,False
JNJ,2026-01-15T09:30:00+00:00,2026-01-22T09:30:00+00:00,218.63,217.98,LONG,-7.485698590621965,TIME_EXIT,100706.25478557342,False
IWM,2026-01-15T14:00:00+00:00,2026-01-22T14:00:00+00:00,264.265,270.31,LONG,57.59079997150519,TIME_EXIT,100763.84558554491,True
TLT,2026-01-15T14:00:00+00:00,2026-01-20T13:00:00+00:00,88.5,87.65226,LONG,-24.1165876926334,HARD_STOP,100739.72899785227,False
AMD,2026-01-15T14:00:00+00:00,2026-01-22T14:00:00+00:00,235.75,250.665,LONG,159.2824803952097,TIME_EXIT,100899.01147824748,True
UNH,2026-01-15T14:00:00+00:00,2026-01-21T14:00:00+00:00,330.975,341.98163999999997,SHORT,-83.72516747285124,HARD_STOP,100815.28631077464,False
VNQ,2026-01-15T14:00:00+00:00,2026-01-22T14:00:00+00:00,91.255,91.35,LONG,2.6209780846609383,TIME_EXIT,100817.9072888593,True
MSFT,2026-01-16T09:30:00+00:00,2026-01-22T13:00:00+00:00,456.71,440.20000000000005,SHORT,91.11381671843513,HARD_STOP,100909.02110557773,True
PFE,2026-01-16T09:30:00+00:00,2026-01-20T14:00:00+00:00,25.88,25.199775000000002,LONG,-66.24696772175805,HARD_STOP,100842.77413785597,False
VGIT,2026-01-16T14:00:00+00:00,2026-01-21T18:00:00+00:00,59.9,59.72999999999998,SHORT,7.154954759364405,HARD_STOP,100849.92909261533,True
VGIT,2026-01-19T09:30:00+00:00,2026-01-26T09:30:00+00:00,59.785,59.8,SHORT,-0.6325787975199834,TIME_EXIT,100849.29651381781,False
SMCI,2026-01-19T09:30:00+00:00,2026-01-26T09:30:00+00:00,32.88,31.7,LONG,-90.48275268345986,TIME_EXIT,100758.81376113436,False
IBB,2026-01-19T09:30:00+00:00,2026-01-21T15:00:00+00:00,169.96,173.12294999999997,SHORT,-46.92034643790953,HARD_STOP,100711.89341469645,False
VGIT,2026-01-19T14:00:00+00:00,2026-01-26T14:00:00+00:00,59.785,59.84,SHORT,-2.316280897302415,TIME_EXIT,100709.57713379915,False
SMCI,2026-01-19T14:00:00+00:00,2026-01-26T14:00:00+00:00,32.88,31.02,LONG,-142.4301412342881,TIME_EXIT,100567.14699256486,False
IBB,2026-01-19T14:00:00+00:00,2026-01-21T15:00:00+00:00,169.96,173.12294999999997,SHORT,-46.85612545246096,HARD_STOP,100520.2908671124,False
VGIT,2026-01-20T09:30:00+00:00,2026-01-27T09:30:00+00:00,59.785,59.85,SHORT,-2.7322149813342795,TIME_EXIT,100517.55865213106,False
SMCI,2026-01-20T09:30:00+00:00,2026-01-27T09:30:00+00:00,32.88,30.81,LONG,-158.2093994030741,TIME_EXIT,100359.34925272799,False
IBB,2026-01-20T09:30:00+00:00,2026-01-21T15:00:00+00:00,169.96,173.12294999999997,SHORT,-46.76698252502496,HARD_STOP,100312.58227020297,False
ES,2026-01-20T14:00:00+00:00,2026-01-27T14:00:00+00:00,682.2,695.17,SHORT,-47.67862034757122,TIME_EXIT,100264.9036498554,False
NQ,2026-01-20T14:00:00+00:00,2026-01-26T16:00:00+00:00,612.6,626.9062799999999,SHORT,-58.56594390632345,HARD_STOP,100206.33770594909,False
GOLD,2026-01-20T14:00:00+00:00,2026-01-26T19:00:00+00:00,435.735,461.58500000000004,LONG,148.77622016160916,HARD_STOP,100355.1139261107,True
SPY,2026-01-20T14:00:00+00:00,2026-01-27T14:00:00+00:00,682.2,695.17,SHORT,-47.67862034757122,TIME_EXIT,100307.43530576314,False
QQQ,2026-01-20T14:00:00+00:00,2026-01-26T16:00:00+00:00,612.6,626.9062799999999,SHORT,-58.56594390632345,HARD_STOP,100248.86936185682,False
DIA,2026-01-20T14:00:00+00:00,2026-01-27T14:00:00+00:00,486.77,490.095,SHORT,-17.130232761285068,TIME_EXIT,100231.73912909554,False
VTI,2026-01-20T14:00:00+00:00,2026-01-27T14:00:00+00:00,337.295,343.03,SHORT,-42.64017101644037,TIME_EXIT,100189.0989580791,False
TLT,2026-01-20T14:00:00+00:00,2026-01-27T14:00:00+00:00,86.62,88.06,SHORT,-41.6907522711533,TIME_EXIT,100147.40820580795,False
LQD,2026-01-20T14:00:00+00:00,2026-01-27T14:00:00+00:00,109.93,110.87,SHORT,-21.444061524149596,TIME_EXIT,100125.9641442838,False
HYG,2026-01-20T14:00:00+00:00,2026-01-22T14:00:00+00:00,80.87,81.18109999999999,SHORT,-9.647348937881267,HARD_STOP,100116.31679534592,False
VGIT,2026-01-20T14:00:00+00:00,2026-01-27T14:00:00+00:00,59.695,59.84,SHORT,-6.091517057198985,TIME_EXIT,100110.22527828872,False
GLD,2026-01-20T14:00:00+00:00,2026-01-26T19:00:00+00:00,435.735,461.58500000000004,LONG,148.77622016160916,HARD_STOP,100259.00149845034,True
USO,2026-01-20T14:00:00+00:00,2026-01-27T14:00:00+00:00,72.98,74.095,LONG,76.62957606966003,TIME_EXIT,100335.63107452,True
UNG,2026-01-20T14:00:00+00:00,2026-01-22T17:00:00+00:00,12.085,13.855000000000004,LONG,367.3009321850636,HARD_STOP,100702.93200670507,True
NVDA,2026-01-20T14:00:00+00:00,2026-01-27T14:00:00+00:00,179.94,187.65,SHORT,-107.45387480594445,TIME_EXIT,100595.47813189913,False
