symbol,entry_date,exit_date,pnl,reason,equity,win
ES,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,38.04724167115482,TIME_EXIT,100038.04724167116,True
NQ,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,49.0145138383736,TIME_EXIT,100087.06175550952,True
SILVER,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,-81.42605633802819,TIME_EXIT,100005.6356991715,False
SPY,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,38.04724167115482,TIME_EXIT,100043.68294084266,True
QQQ,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,49.0145138383736,TIME_EXIT,100092.69745468102,True
SLV,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,-81.42605633802819,TIME_EXIT,100011.271398343,False
SMCI,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,-9.885764499121251,TIME_EXIT,100001.38563384388,False
SOUN,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,-61.77325581395349,TIME_EXIT,99939.61237802992,False
META,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,3.31172000278878,TIME_EXIT,99942.92409803272,True
VTI,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,62.668597898825034,TIME_EXIT,100005.59269593154,True
AMD,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,191.39536811498107,TIME_EXIT,100196.98806404653,True
SMCI,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,-13.002115017089837,TIME_EXIT,100183.98594902943,False
ARM,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,-172.8713134833093,TIME_EXIT,100011.11463554612,False
GOOGL,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,165.68641811292485,TIME_EXIT,100176.80105365904,True
UNH,2026-04-01T14:00:00+00:00,2026-04-08T13:00:00+00:00,341.50982679877694,HARD_STOP,100518.31088045782,True
XBI,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,14.084620577521784,TIME_EXIT,100532.39550103534,True
IBB,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,-1.4620088370103426,TIME_EXIT,100530.93349219832,False
XLE,2026-04-01T14:00:00+00:00,2026-04-01T15:00:00+00:00,-889.8489634871263,TAKE_PROFIT_FULL,99641.0845287112,False
XOM,2026-04-01T14:00:00+00:00,2026-04-01T15:00:00+00:00,-1120.1621064826243,TAKE_PROFIT_FULL,98520.92242222858,False
CVX,2026-04-01T14:00:00+00:00,2026-04-01T15:00:00+00:00,-1106.6859229071451,TAKE_PROFIT_FULL,97414.23649932144,False
BAC,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,111.76293114725738,TIME_EXIT,97525.9994304687,True
GS,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,84.78485628600266,TIME_EXIT,97610.7842867547,True
PFE,2026-04-02T09:30:00+00:00,2026-04-07T13:00:00+00:00,-97.90226907176434,HARD_STOP,97512.88201768293,False
VNQ,2026-04-03T09:30:00+00:00,2026-04-10T09:30:00+00:00,69.43976358698976,TIME_EXIT,97582.32178126991,True
VNQ,2026-04-03T14:00:00+00:00,2026-04-10T13:00:00+00:00,68.88084365136709,HARD_STOP,97651.20262492128,True
VNQ,2026-04-06T09:30:00+00:00,2026-04-10T13:00:00+00:00,68.92946486200768,HARD_STOP,97720.13208978329,True
AAPL,2026-04-06T14:00:00+00:00,2026-04-07T13:00:00+00:00,-102.05411855751728,HARD_STOP,97618.07797122578,False
UNH,2026-04-06T14:00:00+00:00,2026-04-08T13:00:00+00:00,244.82917511404548,HARD_STOP,97862.90714633983,True
HYG,2026-04-07T09:30:00+00:00,2026-04-08T17:00:00+00:00,14.427718431236201,HARD_STOP,97877.33486477107,True
UNH,2026-04-07T09:30:00+00:00,2026-04-14T09:30:00+00:00,-15.98651241540769,TIME_EXIT,97861.34835235566,False
PFE,2026-04-07T09:30:00+00:00,2026-04-07T14:00:00+00:00,-436.1897119054965,TAKE_PROFIT_FULL,97425.15864045017,False
SILVER,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-498.92953988126436,TAKE_PROFIT_FULL,96926.2291005689,False
TLT,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-127.6261168594814,TAKE_PROFIT_FULL,96798.60298370942,False
LQD,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-109.67537052557934,TAKE_PROFIT_FULL,96688.92761318384,False
VGIT,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-59.10657040922031,TAKE_PROFIT_FULL,96629.82104277462,False
SLV,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-498.92953988126436,TAKE_PROFIT_FULL,96130.89150289336,False
ARM,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-1251.0528831976162,TAKE_PROFIT_FULL,94879.83861969574,False
SOUN,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-1243.7336641961674,TAKE_PROFIT_FULL,93636.10495549957,False
AAPL,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-828.634079598958,TAKE_PROFIT_FULL,92807.47087590062,False
TSLA,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-1082.42646346102,TAKE_PROFIT_FULL,91725.0444124396,False
JNJ,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-423.40494018249694,TAKE_PROFIT_FULL,91301.6394722571,False
PFE,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-758.8172136888503,TAKE_PROFIT_FULL,90542.82225856825,False
IBB,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-340.7858139233942,TAKE_PROFIT_FULL,90202.03644464485,False
XLE,2026-04-07T14:00:00+00:00,2026-04-08T12:00:00+00:00,-84.16032122074428,HARD_STOP,90117.87612342411,False
XOM,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,-103.21927363261497,HARD_STOP,90014.6568497915,False
CVX,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,-105.08378143012737,HARD_STOP,89909.57306836137,False
VTI,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,17.994361841412378,TIME_EXIT,89927.56743020278,True
HYG,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,-4.766317644262689,TIME_EXIT,89922.80111255852,False
VGIT,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,-3.5873202190231948,TIME_EXIT,89919.21379233949,False
AMD,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,174.70650579241675,TIME_EXIT,90093.92029813191,True
XOM,2026-04-08T14:00:00+00:00,2026-04-08T15:00:00+00:00,-817.5308747571767,TAKE_PROFIT_FULL,89276.38942337473,False
CVX,2026-04-08T14:00:00+00:00,2026-04-08T15:00:00+00:00,-829.2596961357757,TAKE_PROFIT_FULL,88447.12972723895,False
XLF,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,-14.9512153199859,TIME_EXIT,88432.17851191896,False
JPM,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,22.078368925056033,TIME_EXIT,88454.25688084401,True
BAC,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,49.97401027343401,TIME_EXIT,88504.23089111745,True
GS,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,20.906928042450016,TIME_EXIT,88525.13781915989,True
VNQ,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,16.862627185966424,TIME_EXIT,88542.00044634586,True
SPG,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,64.2293974058313,TIME_EXIT,88606.22984375169,True
PLTR,2026-04-09T14:00:00+00:00,2026-04-09T15:00:00+00:00,-2259.6796948247247,TAKE_PROFIT_FULL,86346.55014892697,False
AMZN,2026-04-09T14:00:00+00:00,2026-04-16T14:00:00+00:00,92.90661761689088,TIME_EXIT,86439.45676654385,True
JNJ,2026-04-09T14:00:00+00:00,2026-04-16T14:00:00+00:00,-35.14309105783932,TIME_EXIT,86404.31367548602,False
VNQ,2026-04-09T14:00:00+00:00,2026-04-16T14:00:00+00:00,4.431269604534563,TIME_EXIT,86408.74494509056,True
SPG,2026-04-09T14:00:00+00:00,2026-04-16T14:00:00+00:00,35.691940825672425,TIME_EXIT,86444.43688591622,True
