symbol,entry_date,exit_date,pnl,reason,equity,win
ES,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,38.04724167115482,TIME_EXIT,100038.04724167116,True
NQ,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,49.0145138383736,TIME_EXIT,100087.06175550952,True
SILVER,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,-81.42605633802819,TIME_EXIT,100005.6356991715,False
SPY,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,38.04724167115482,TIME_EXIT,100043.68294084266,True
QQQ,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,49.0145138383736,TIME_EXIT,100092.69745468102,True
SLV,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,-81.42605633802819,TIME_EXIT,100011.271398343,False
SMCI,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,-9.885764499121251,TIME_EXIT,100001.38563384388,False
SOUN,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,-61.77325581395349,TIME_EXIT,99939.61237802992,False
META,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,3.31172000278878,TIME_EXIT,99942.92409803272,True
VTI,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,62.668597898825034,TIME_EXIT,100005.59269593154,True
AMD,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,191.39536811498107,TIME_EXIT,100196.98806404653,True
SMCI,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,-13.002115017089837,TIME_EXIT,100183.98594902943,False
ARM,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,-172.8713134833093,TIME_EXIT,100011.11463554612,False
GOOGL,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,165.68641811292485,TIME_EXIT,100176.80105365904,True
UNH,2026-04-01T14:00:00+00:00,2026-04-08T13:00:00+00:00,341.50982679877694,HARD_STOP,100518.31088045782,True
XBI,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,14.084620577521784,TIME_EXIT,100532.39550103534,True
IBB,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,-1.4620088370103426,TIME_EXIT,100530.93349219832,False
XLE,2026-04-01T14:00:00+00:00,2026-04-01T15:00:00+00:00,-778.6178430512352,TAKE_PROFIT_FULL,99752.31564914709,False
XOM,2026-04-01T14:00:00+00:00,2026-04-01T15:00:00+00:00,-980.1418431722963,TAKE_PROFIT_FULL,98772.17380597479,False
CVX,2026-04-01T14:00:00+00:00,2026-04-01T15:00:00+00:00,-968.3501825437518,TAKE_PROFIT_FULL,97803.82362343103,False
BAC,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,111.76293114725738,TIME_EXIT,97915.58655457829,True
GS,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,84.78485628600266,TIME_EXIT,98000.37141086429,True
PFE,2026-04-02T09:30:00+00:00,2026-04-07T13:00:00+00:00,-86.00639213144352,HARD_STOP,97914.36501873285,False
VNQ,2026-04-03T09:30:00+00:00,2026-04-10T09:30:00+00:00,69.72566309175515,TIME_EXIT,97984.0906818246,True
VNQ,2026-04-03T14:00:00+00:00,2026-04-10T13:00:00+00:00,69.16444195398917,HARD_STOP,98053.2551237786,True
VNQ,2026-04-06T09:30:00+00:00,2026-04-10T13:00:00+00:00,69.21326334935569,HARD_STOP,98122.46838712796,True
AAPL,2026-04-06T14:00:00+00:00,2026-04-07T13:00:00+00:00,-89.66501151619147,HARD_STOP,98032.80337561177,False
UNH,2026-04-06T14:00:00+00:00,2026-04-08T13:00:00+00:00,245.83719323365702,HARD_STOP,98278.64056884543,True
HYG,2026-04-07T09:30:00+00:00,2026-04-08T17:00:00+00:00,14.489009117741103,HARD_STOP,98293.12957796316,True
UNH,2026-04-07T09:30:00+00:00,2026-04-14T09:30:00+00:00,-14.01766963023987,TIME_EXIT,98279.11190833292,False
PFE,2026-04-07T09:30:00+00:00,2026-04-07T14:00:00+00:00,-383.2873610690387,TAKE_PROFIT_FULL,97895.82454726388,False
SILVER,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-438.67240717749314,TAKE_PROFIT_FULL,97457.15214008639,False
TLT,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-112.21234949285324,TAKE_PROFIT_FULL,97344.93979059353,False
LQD,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-96.42956560156547,TAKE_PROFIT_FULL,97248.51022499197,False
VGIT,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-51.96810260540813,TAKE_PROFIT_FULL,97196.54212238657,False
SLV,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-438.67240717749314,TAKE_PROFIT_FULL,96757.86971520908,False
ARM,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-1099.959685508391,TAKE_PROFIT_FULL,95657.91002970068,False
SOUN,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-1093.5244293020955,TAKE_PROFIT_FULL,94564.38560039859,False
AAPL,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-728.5575964363371,TAKE_PROFIT_FULL,93835.82800396225,False
TSLA,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-951.6987557643257,TAKE_PROFIT_FULL,92884.12924819792,False
JNJ,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-372.2691271494973,TAKE_PROFIT_FULL,92511.86012104842,False
PFE,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-667.1727110321497,TAKE_PROFIT_FULL,91844.68741001627,False
IBB,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,-299.62814661423585,TAKE_PROFIT_FULL,91545.05926340203,False
XLE,2026-04-07T14:00:00+00:00,2026-04-08T12:00:00+00:00,-73.99604101918077,HARD_STOP,91471.06322238284,False
XOM,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,-90.75318980372896,HARD_STOP,91380.31003257912,False
CVX,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,-92.39251571722488,HARD_STOP,91287.9175168619,False
VTI,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,18.270221551362983,TIME_EXIT,91306.18773841325,True
HYG,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,-4.554717102001248,TIME_EXIT,91301.63302131125,False
VGIT,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,-3.6423150626214937,TIME_EXIT,91297.99070624863,False
AMD,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,175.38442354094153,TIME_EXIT,91473.37512978958,True
XOM,2026-04-08T14:00:00+00:00,2026-04-08T15:00:00+00:00,-726.3059143866659,TAKE_PROFIT_FULL,90747.06921540291,False
CVX,2026-04-08T14:00:00+00:00,2026-04-08T15:00:00+00:00,-736.7259640741985,TAKE_PROFIT_FULL,90010.34325132871,False
XLF,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,-15.180422554892576,TIME_EXIT,89995.16282877381,False
JPM,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,21.411431508694843,TIME_EXIT,90016.5742602825,True
BAC,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,49.853838449742554,TIME_EXIT,90066.42809873224,True
GS,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,16.27394496581743,TIME_EXIT,90082.70204369805,True
VNQ,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,17.61740185837802,TIME_EXIT,90100.31944555644,True
SPG,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,65.2140559947176,TIME_EXIT,90165.53350155115,True
PLTR,2026-04-09T14:00:00+00:00,2026-04-09T15:00:00+00:00,-2012.0150963149642,TAKE_PROFIT_FULL,88153.51840523619,False
AMZN,2026-04-09T14:00:00+00:00,2026-04-16T14:00:00+00:00,94.83781393398898,TIME_EXIT,88248.35621917018,True
JNJ,2026-04-09T14:00:00+00:00,2026-04-16T14:00:00+00:00,-35.62221293689602,TIME_EXIT,88212.73400623328,False
VNQ,2026-04-09T14:00:00+00:00,2026-04-16T14:00:00+00:00,4.9967383130995415,TIME_EXIT,88217.73074454638,True
SPG,2026-04-09T14:00:00+00:00,2026-04-16T14:00:00+00:00,36.320052121927496,TIME_EXIT,88254.0507966683,True
